Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,htj2k-bodelian-lossless,50,0,2800.0,3635.2840256999875,1051.4998969999851,12899.502172999973,1898328.06,0.027744894225523148,0.0,2900,3800,3900,4700,5600,10000,13000,13000,13000,13000,13000
GET,htj2k-lossless-round1,50,0,1100.0,1261.8477754999997,101.48039299997436,4975.026399000171,1898480.54,0.027744894225523148,0.0,1100,1400,1500,1600,1900,2000,5000,5000,5000,5000,5000
GET,htj2k-lossy-round1,50,0,840.0,961.1151744199848,113.59955099987928,2692.6515509999263,1749336.02,0.027744894225523148,0.0,840,1100,1200,1300,1500,1700,2700,2700,2700,2700,2700
GET,htj2k_bodelian_lossy,50,0,1800.0,2160.317267039993,503.8759430000255,7918.766812000058,1749762.0,0.027744894225523148,0.0,1800,1900,2200,2500,3900,6200,7900,7900,7900,7900,7900
GET,htj2k_lossless,50,0,730.0,809.0602657799907,82.60037299987744,3522.2366750001584,1898480.54,0.027744894225523148,0.0,740,820,870,990,1100,1200,3500,3500,3500,3500,3500
GET,htj2k_lossless_plt,50,0,1100.0,1259.4975693199979,107.86234900001546,4961.304462000044,1898480.54,0.027744894225523148,0.0,1100,1300,1500,1600,1900,2000,5000,5000,5000,5000,5000
GET,htj2k_lossy_3bpp_plt,50,0,870.0,972.8785528600052,128.37604500009547,3029.628035000087,1749230.98,0.027744894225523148,0.0,870,1000,1200,1200,1500,1500,3000,3000,3000,3000,3000
GET,htj2k_lossy_Qfactor_90_plt,50,0,640.0,697.2659292200055,113.69922399990173,1880.4081560001578,1744899.94,0.027744894225523148,0.0,640,730,840,890,1100,1800,1900,1900,1900,1900,1900
GET,j2k1_bodelian_lossy,50,0,3200.0,3719.6730982199897,877.7041739999731,13412.665556000093,1749753.54,0.027744894225523148,0.0,3200,3500,4300,4700,6200,8900,13000,13000,13000,13000,13000
GET,j2k1_lossless_plt,50,0,3000.0,3412.4404550000118,243.70688300018628,14891.762069999913,1898480.54,0.027744894225523148,0.0,3100,3600,3900,4300,5500,5900,15000,15000,15000,15000,15000
GET,j2k1_lossy_3bpp_plt,50,0,2100.0,2346.890732579983,292.9777760000434,6880.404667999983,1749253.52,0.027744894225523148,0.0,2100,2500,2600,2800,3800,4200,6900,6900,6900,6900,6900
GET,j2k1_lossy_Qfactor_90_plt,49,0,1500.0,1467.455299897964,230.89291799988132,4723.497728999973,1701604.081632653,0.027189996341012688,0.0,1500,1600,1700,1800,2600,3100,4700,4700,4700,4700,4700
GET,j2k_bodelian_lossless,50,0,4800.0,5666.667883459979,1113.0201999999372,19453.408012999942,1898328.06,0.027744894225523148,0.0,5000,5600,6400,6900,8600,14000,19000,19000,19000,19000,19000
GET,jp2-lossless-round1,50,0,3100.0,3435.2045085600034,259.1113139999379,15174.60118400004,1898480.54,0.027744894225523148,0.0,3100,3700,4100,4200,5300,5800,15000,15000,15000,15000,15000
GET,jp2-lossy-round1,50,0,2100.0,2377.9050468199885,285.19391700001506,6851.945040000146,1749337.42,0.027744894225523148,0.0,2100,2400,2600,3100,3800,5000,6900,6900,6900,6900,6900
GET,ptiff-lossless-round1,50,0,930.0,1082.6802354600038,158.8288130001274,5742.8741280000395,1747192.22,0.027744894225523148,0.0,950,1100,1200,1300,1600,1800,5700,5700,5700,5700,5700
GET,ptiff-lossy-round1,50,0,680.0,797.8479851999978,93.05915999993886,3068.486873999973,1754777.26,0.027744894225523148,0.0,690,820,950,1000,1200,1300,3100,3100,3100,3100,3100
,Aggregated,849,0,1500.0,2122.183904537098,82.60037299987744,19453.408012999942,1808019.6537102473,0.4711083039493831,0.0,1500,2200,2700,3200,4300,5600,8000,10000,19000,19000,19000
